"roomType","numOfRooms","customerName","customerTel","channel","unitPrice","checkInDate","checkOutDate"
"SUITE","1","c648","1825119735","OFFICIAL_WEBSITE","300.0","2015/07/27","2015/07/28"
"SINGLE","4","c747","15575995469","OFFICIAL_WEBSITE","230.0","2015/07/24","2015/07/25"
"SEMIDOUBLE","2","c61","15911672929","OFFICIAL_WEBSITE","190.0","2015/07/24","2015/07/26"
"DOUBLE","2","c241","15539456394","TELEPHONE","200.0","2015/07/24","2015/07/26"
"TWIN","5","c972","15729818949","TRAVEL_AGENT","200.0","2015/07/24","2015/07/26"
"TRIPLE","2","c179","13094886375","TRAVEL_AGENT","210.0","2015/07/24","2015/07/26"
"SUITE","4","c595","13135556632","TELEPHONE","300.0","2015/07/24","2015/07/25"
"SINGLE","3","c146","13618919453","OTHERS","230.0","2015/07/21","2015/07/24"
"SEMIDOUBLE","1","c169","18744917305","TELEPHONE","190.0","2015/07/21","2015/07/23"
"DOUBLE","3","c280","13389734277","TELEPHONE","200.0","2015/07/21","2015/07/23"
"TWIN","2","c681","13661651367","TRAVEL_AGENT","200.0","2015/07/21","2015/07/22"
"TRIPLE","5","c529","15221358623","OFFICIAL_WEBSITE","210.0","2015/07/21","2015/07/22"
"SUITE","1","c303","13636896467","_3RD_PARTY_WEBSITE","300.0","2015/07/21","2015/07/24"
"SINGLE","2","c248","1324499383","OFFICIAL_WEBSITE","230.0","2015/12/15","2015/12/18"
"SEMIDOUBLE","2","c196","13612428955","_3RD_PARTY_WEBSITE","190.0","2015/12/15","2015/12/17"
"DOUBLE","1","c527","15575243050","OFFICIAL_WEBSITE","200.0","2015/12/15","2015/12/18"
"TWIN","4","c876","18720428640","OTHERS","200.0","2015/12/15","2015/12/16"
"TRIPLE","2","c568","18748251599","OTHERS","210.0","2015/12/15","2015/12/17"
"SUITE","3","c672","18056560695","TELEPHONE","300.0","2015/12/15","2015/12/17"
"SINGLE","1","c89","18276876794","TELEPHONE","230.0","2015/12/18","2015/12/21"
"SEMIDOUBLE","1","c694","15136912963","OFFICIAL_WEBSITE","190.0","2015/12/18","2015/12/19"
"DOUBLE","3","c764","18727160739","OTHERS","200.0","2015/12/18","2015/12/21"
"TWIN","1","c188","15939186220","_3RD_PARTY_WEBSITE","200.0","2015/12/18","2015/12/19"
"TRIPLE","5","c452","13148634155","TELEPHONE","210.0","2015/12/18","2015/12/20"
"SUITE","5","c420","15224348848","OFFICIAL_WEBSITE","300.0","2015/12/18","2015/12/21"
"SINGLE","1","c43","15992227398","OFFICIAL_WEBSITE","230.0","2015/12/21","2015/12/23"
"SEMIDOUBLE","2","c138","13671538271","OTHERS","190.0","2015/12/21","2015/12/24"
"DOUBLE","2","c863","13691621885","TELEPHONE","200.0","2015/12/21","2015/12/23"
"TWIN","1","c170","18082811244","_3RD_PARTY_WEBSITE","200.0","2015/12/21","2015/12/22"
"TRIPLE","4","c349","13213793747","OFFICIAL_WEBSITE","210.0","2015/12/21","2015/12/24"
"SUITE","5","c565","13640424103","TRAVEL_AGENT","300.0","2015/12/21","2015/12/22"
"SINGLE","2","c501","15585551377","OTHERS","230.0","2015/12/24","2015/12/25"
"SEMIDOUBLE","1","c850","13169246607","OTHERS","190.0","2015/12/24","2015/12/26"
"DOUBLE","4","c453","15123944996","OFFICIAL_WEBSITE","200.0","2015/12/24","2015/12/26"
"TWIN","2","c457","13927825036","_3RD_PARTY_WEBSITE","200.0","2015/12/24","2015/12/27"
"TRIPLE","5","c25","15945049641","OTHERS","210.0","2015/12/24","2015/12/25"
"SUITE","1","c652","13612050755","OTHERS","300.0","2015/12/24","2015/12/25"
"SINGLE","1","c103","15372504979","OTHERS","230.0","2015/12/27","2015/12/30"
"SEMIDOUBLE","5","c239","15184937226","TRAVEL_AGENT","190.0","2015/12/27","2015/12/30"
"DOUBLE","1","c625","13173699308","_3RD_PARTY_WEBSITE","200.0","2015/12/27","2015/12/30"
"TWIN","5","c127","15935742083","TRAVEL_AGENT","200.0","2015/12/27","2015/12/29"
"TRIPLE","4","c851","13640919744","OFFICIAL_WEBSITE","210.0","2015/12/27","2015/12/30"
"SUITE","2","c544","13866932813","OTHERS","300.0","2015/12/27","2015/12/29"
"SINGLE","4","c308","15954709665","TELEPHONE","230.0","2015/12/30","2015/12/31"
"SEMIDOUBLE","3","c742","18278478813","OFFICIAL_WEBSITE","190.0","2015/12/30","2015/12/31"
"DOUBLE","3","c825","13662284875","OFFICIAL_WEBSITE","200.0","2015/12/30","2015/12/31"
"TWIN","1","c181","13061239156","OFFICIAL_WEBSITE","200.0","2015/12/30","2016/01/02"
"TRIPLE","5","c157","15878093552","OFFICIAL_WEBSITE","210.0","2015/12/30","2015/12/31"
"SUITE","5","c477","15059013425","OTHERS","300.0","2015/12/30","2015/12/31"
"SINGLE","3","c988","18250626966","TELEPHONE","230.0","2016/01/02","2016/01/05"
"SEMIDOUBLE","1","c206","15737593422","TRAVEL_AGENT","190.0","2016/01/02","2016/01/05"
"DOUBLE","1","c86","15513460645","TRAVEL_AGENT","200.0","2016/01/02","2016/01/04"
"TWIN","2","c986","13030975856","OTHERS","200.0","2016/01/02","2016/01/04"
"TRIPLE","5","c64","15022252421","TRAVEL_AGENT","210.0","2016/01/02","2016/01/03"
"SUITE","2","c576","1526189600","OFFICIAL_WEBSITE","300.0","2016/01/02","2016/01/04"
"SINGLE","2","c758","15324578412","TRAVEL_AGENT","230.0","2016/01/05","2016/01/08"
"SEMIDOUBLE","5","c165","13448286047","OFFICIAL_WEBSITE","190.0","2016/01/05","2016/01/08"
"DOUBLE","2","c509","15572018239","OTHERS","200.0","2016/01/05","2016/01/07"
"TWIN","2","c910","15651714397","_3RD_PARTY_WEBSITE","200.0","2016/01/05","2016/01/08"
"TRIPLE","3","c148","18252777110","_3RD_PARTY_WEBSITE","210.0","2016/01/05","2016/01/07"
"SUITE","3","c161","1519186386","TELEPHONE","300.0","2016/01/05","2016/01/08"
"SINGLE","2","c378","18772496106","_3RD_PARTY_WEBSITE","230.0","2016/01/08","2016/01/09"
"SEMIDOUBLE","5","c66","13289068909","_3RD_PARTY_WEBSITE","190.0","2016/01/08","2016/01/11"
"DOUBLE","4","c730","15212227284","TRAVEL_AGENT","200.0","2016/01/08","2016/01/09"
"TWIN","4","c177","13060764401","OFFICIAL_WEBSITE","200.0","2016/01/08","2016/01/11"
"TRIPLE","2","c386","15720437619","OFFICIAL_WEBSITE","210.0","2016/01/08","2016/01/10"
"SUITE","1","c841","15537665896","OTHERS","300.0","2016/01/08","2016/01/09"
"SINGLE","4","c451","15392078584","TELEPHONE","230.0","2016/01/11","2016/01/13"
"SEMIDOUBLE","1","c20","18223910647","OTHERS","190.0","2016/01/11","2016/01/14"
"DOUBLE","4","c51","1329761348","OTHERS","200.0","2016/01/11","2016/01/14"
"TWIN","2","c147","152376281","_3RD_PARTY_WEBSITE","200.0","2016/01/11","2016/01/13"
"TRIPLE","1","c558","18028286391","TELEPHONE","210.0","2016/01/11","2016/01/14"
"SUITE","4","c674","15150918639","OTHERS","300.0","2016/01/11","2016/01/14"
"SINGLE","2","c683","18037427213","OFFICIAL_WEBSITE","230.0","2016/01/14","2016/01/17"
"SEMIDOUBLE","1","c825","15983447164","OTHERS","190.0","2016/01/14","2016/01/17"
"DOUBLE","2","c658","18948562794","TELEPHONE","200.0","2016/01/14","2016/01/15"
"TWIN","2","c454","15816537590","_3RD_PARTY_WEBSITE","200.0","2016/01/14","2016/01/17"
"TRIPLE","1","c98","13099902333","TRAVEL_AGENT","210.0","2016/01/14","2016/01/15"
"SUITE","2","c78","18028655616","TELEPHONE","300.0","2016/01/14","2016/01/17"
"SINGLE","3","c376","15043153864","OTHERS","230.0","2016/01/17","2016/01/18"
"SEMIDOUBLE","1","c826","13270196860","OTHERS","190.0","2016/01/17","2016/01/18"
"DOUBLE","4","c124","1529076742","TELEPHONE","200.0","2016/01/17","2016/01/20"
"TWIN","3","c15","18061733574","OFFICIAL_WEBSITE","200.0","2016/01/17","2016/01/18"
"TRIPLE","2","c445","13041215662","OFFICIAL_WEBSITE","210.0","2016/01/17","2016/01/20"
"SUITE","2","c119","15241025284","OFFICIAL_WEBSITE","300.0","2016/01/17","2016/01/19"
"SINGLE","3","c204","18051835549","TRAVEL_AGENT","230.0","2016/01/20","2016/01/22"
"SEMIDOUBLE","2","c540","13858432672","OTHERS","190.0","2016/01/20","2016/01/22"
"DOUBLE","2","c950","13720541913","TRAVEL_AGENT","200.0","2016/01/20","2016/01/21"
"TWIN","2","c67","1874595168","_3RD_PARTY_WEBSITE","200.0","2016/01/20","2016/01/23"
"TRIPLE","3","c522","1312461560","OTHERS","210.0","2016/01/20","2016/01/23"
"SUITE","3","c245","15750578068","OFFICIAL_WEBSITE","300.0","2016/01/20","2016/01/23"
"SINGLE","2","c890","18994770599","OTHERS","230.0","2016/01/23","2016/01/26"
"SEMIDOUBLE","1","c881","13299132918","_3RD_PARTY_WEBSITE","190.0","2016/01/23","2016/01/24"
"DOUBLE","1","c527","15133556686","TRAVEL_AGENT","200.0","2016/01/23","2016/01/25"
"TWIN","1","c950","1373858328","TRAVEL_AGENT","200.0","2016/01/23","2016/01/24"
"TRIPLE","4","c356","15311343322","TELEPHONE","210.0","2016/01/23","2016/01/24"
"SUITE","4","c197","13936316286","_3RD_PARTY_WEBSITE","300.0","2016/01/23","2016/01/26"
"SINGLE","2","c308","13330343579","TELEPHONE","230.0","2016/01/26","2016/01/28"
"SEMIDOUBLE","3","c132","13820542548","OTHERS","190.0","2016/01/26","2016/01/28"
"DOUBLE","1","c303","18983417173","TELEPHONE","200.0","2016/01/26","2016/01/29"
"TWIN","4","c758","13056217794","TELEPHONE","200.0","2016/01/26","2016/01/29"
"TRIPLE","4","c975","18788699995","OFFICIAL_WEBSITE","210.0","2016/01/26","2016/01/27"
"SUITE","4","c598","15847465187","TELEPHONE","300.0","2016/01/26","2016/01/27"
"SINGLE","2","c137","18775116248","TRAVEL_AGENT","230.0","2016/01/29","2016/01/30"
"SEMIDOUBLE","1","c186","15932884656","TRAVEL_AGENT","190.0","2016/01/29","2016/01/30"
"DOUBLE","4","c762","13920227706","TRAVEL_AGENT","200.0","2016/01/29","2016/02/01"
"TWIN","2","c52","13634353371","OTHERS","200.0","2016/01/29","2016/02/01"
"TRIPLE","2","c769","15257186733","OTHERS","210.0","2016/01/29","2016/02/01"
"SUITE","3","c844","18789561190","TRAVEL_AGENT","300.0","2016/01/29","2016/01/31"
"SINGLE","1","c137","15694819024","_3RD_PARTY_WEBSITE","230.0","2016/02/01","2016/02/03"
"SEMIDOUBLE","3","c668","15390359147","_3RD_PARTY_WEBSITE","190.0","2016/02/01","2016/02/02"
"DOUBLE","3","c384","157587865","TRAVEL_AGENT","200.0","2016/02/01","2016/02/04"
"TWIN","4","c836","13958576481","_3RD_PARTY_WEBSITE","200.0","2016/02/01","2016/02/03"
"TRIPLE","1","c456","15899442755","OFFICIAL_WEBSITE","210.0","2016/02/01","2016/02/04"
"SUITE","3","c376","15565646100","_3RD_PARTY_WEBSITE","300.0","2016/02/01","2016/02/02"
"SINGLE","3","c62","15552138014","OFFICIAL_WEBSITE","230.0","2016/02/04","2016/02/07"
"SEMIDOUBLE","5","c661","18980713545","TRAVEL_AGENT","190.0","2016/02/04","2016/02/07"
"DOUBLE","1","c142","15576599483","TELEPHONE","200.0","2016/02/04","2016/02/05"
"TWIN","4","c944","13017260794","_3RD_PARTY_WEBSITE","200.0","2016/02/04","2016/02/05"
"TRIPLE","1","c53","152593531","TELEPHONE","210.0","2016/02/04","2016/02/05"
"SUITE","5","c44","15953654577","_3RD_PARTY_WEBSITE","300.0","2016/02/04","2016/02/05"
"SINGLE","1","c612","15390724668","TRAVEL_AGENT","230.0","2016/02/07","2016/02/09"
"SEMIDOUBLE","1","c85","15053785484","OFFICIAL_WEBSITE","190.0","2016/02/07","2016/02/10"
"DOUBLE","4","c637","13018130407","_3RD_PARTY_WEBSITE","200.0","2016/02/07","2016/02/09"
"TWIN","1","c229","18932709717","TRAVEL_AGENT","200.0","2016/02/07","2016/02/10"
"TRIPLE","5","c885","13867930017","_3RD_PARTY_WEBSITE","210.0","2016/02/07","2016/02/10"
"SUITE","3","c514","13691447107","TRAVEL_AGENT","300.0","2016/02/07","2016/02/08"
"SINGLE","4","c189","15536108436","_3RD_PARTY_WEBSITE","230.0","2016/02/10","2016/02/12"
"SEMIDOUBLE","3","c187","15832011993","TRAVEL_AGENT","190.0","2016/02/10","2016/02/13"
"DOUBLE","3","c429","15032315745","TELEPHONE","200.0","2016/02/10","2016/02/12"
"TWIN","5","c974","18057284450","OFFICIAL_WEBSITE","200.0","2016/02/10","2016/02/12"
"TRIPLE","2","c31","18238096684","TRAVEL_AGENT","210.0","2016/02/10","2016/02/13"
"SUITE","1","c352","13843601295","TRAVEL_AGENT","300.0","2016/02/10","2016/02/11"
"SINGLE","2","c28","13480806988","_3RD_PARTY_WEBSITE","230.0","2016/02/13","2016/02/15"
"SEMIDOUBLE","2","c639","13578122935","TELEPHONE","190.0","2016/02/13","2016/02/14"
"DOUBLE","1","c94","13281223061","OFFICIAL_WEBSITE","200.0","2016/02/13","2016/02/16"
"TWIN","2","c775","13965522137","TRAVEL_AGENT","200.0","2016/02/13","2016/02/14"
"TRIPLE","1","c354","13395624682","OTHERS","210.0","2016/02/13","2016/02/16"
"SUITE","4","c537","15874339287","OTHERS","300.0","2016/02/13","2016/02/14"
"SINGLE","1","c17","13988911178","TELEPHONE","230.0","2016/02/16","2016/02/19"
"SEMIDOUBLE","2","c906","15918787949","TRAVEL_AGENT","190.0","2016/02/16","2016/02/18"
"DOUBLE","3","c543","13087722050","TELEPHONE","200.0","2016/02/16","2016/02/18"
"TWIN","2","c749","18213900719","OTHERS","200.0","2016/02/16","2016/02/19"
"TRIPLE","1","c211","15361710259","TELEPHONE","210.0","2016/02/16","2016/02/17"
"SUITE","5","c49","15940878695","OFFICIAL_WEBSITE","300.0","2016/02/16","2016/02/19"
"SINGLE","3","c745","15958249091","TELEPHONE","230.0","2016/02/19","2016/02/20"
"SEMIDOUBLE","3","c461","18087152445","OTHERS","190.0","2016/02/19","2016/02/22"
"DOUBLE","1","c727","13998186130","OFFICIAL_WEBSITE","200.0","2016/02/19","2016/02/22"
"TWIN","5","c677","18234149113","TRAVEL_AGENT","200.0","2016/02/19","2016/02/20"
"TRIPLE","2","c604","13050936020","OTHERS","210.0","2016/02/19","2016/02/20"
"SUITE","2","c805","15398774764","OTHERS","300.0","2016/02/19","2016/02/20"
"SINGLE","2","c171","13828444158","_3RD_PARTY_WEBSITE","230.0","2016/02/22","2016/02/23"
"SEMIDOUBLE","2","c353","13255600299","TELEPHONE","190.0","2016/02/22","2016/02/24"
"DOUBLE","5","c471","15331553481","OFFICIAL_WEBSITE","200.0","2016/02/22","2016/02/23"
"TWIN","2","c286","13484274394","TRAVEL_AGENT","200.0","2016/02/22","2016/02/23"
"TRIPLE","1","c234","15727684327","TELEPHONE","210.0","2016/02/22","2016/02/25"
"SUITE","3","c21","13815208129","OTHERS","300.0","2016/02/22","2016/02/23"
"SINGLE","3","c999","15767285742","OTHERS","230.0","2016/02/25","2016/02/26"
"SEMIDOUBLE","3","c400","15332296834","OFFICIAL_WEBSITE","190.0","2016/02/25","2016/02/27"
"DOUBLE","4","c701","18956759473","_3RD_PARTY_WEBSITE","200.0","2016/02/25","2016/02/27"
"TWIN","4","c210","15538348918","OTHERS","200.0","2016/02/25","2016/02/27"
"TRIPLE","2","c238","13934169190","_3RD_PARTY_WEBSITE","210.0","2016/02/25","2016/02/28"
"SUITE","2","c745","15373867362","TELEPHONE","300.0","2016/02/25","2016/02/27"
"SINGLE","3","c176","13943001100","OFFICIAL_WEBSITE","230.0","2016/02/28","2016/02/29"
"SEMIDOUBLE","3","c375","15942302464","OFFICIAL_WEBSITE","190.0","2016/02/28","2016/03/02"
"DOUBLE","4","c556","18751604825","TRAVEL_AGENT","200.0","2016/02/28","2016/03/02"
"TWIN","1","c705","18069432738","TRAVEL_AGENT","200.0","2016/02/28","2016/03/02"
"TRIPLE","2","c36","15953498443","_3RD_PARTY_WEBSITE","210.0","2016/02/28","2016/02/29"
"SUITE","2","c774","13082364875","_3RD_PARTY_WEBSITE","300.0","2016/02/28","2016/03/01"
"SINGLE","4","c969","15862419000","TELEPHONE","230.0","2016/03/02","2016/03/05"
"SEMIDOUBLE","4","c242","1893320727","OTHERS","190.0","2016/03/02","2016/03/04"
"DOUBLE","3","c854","15138299708","OTHERS","200.0","2016/03/02","2016/03/05"
"TWIN","2","c324","18733848238","TRAVEL_AGENT","200.0","2016/03/02","2016/03/05"
"TRIPLE","5","c758","13611094722","OTHERS","210.0","2016/03/02","2016/03/05"
"SUITE","5","c779","15694951312","TRAVEL_AGENT","300.0","2016/03/02","2016/03/03"
"SINGLE","3","c157","13031493162","OTHERS","230.0","2016/03/05","2016/03/07"
"SEMIDOUBLE","2","c923","13545021716","OFFICIAL_WEBSITE","190.0","2016/03/05","2016/03/08"
"DOUBLE","4","c73","15998322573","TRAVEL_AGENT","200.0","2016/03/05","2016/03/08"
"TWIN","1","c68","13441218551","OFFICIAL_WEBSITE","200.0","2016/03/05","2016/03/06"
"TRIPLE","4","c960","13915140773","OTHERS","210.0","2016/03/05","2016/03/07"
"SUITE","3","c978","13927906201","OFFICIAL_WEBSITE","300.0","2016/03/05","2016/03/07"
"SINGLE","4","c99","13589737680","OTHERS","230.0","2016/03/08","2016/03/10"
"SEMIDOUBLE","4","c440","13145400779","OFFICIAL_WEBSITE","190.0","2016/03/08","2016/03/11"
"DOUBLE","2","c983","13257745211","TRAVEL_AGENT","200.0","2016/03/08","2016/03/11"
"TWIN","3","c734","13263065036","TELEPHONE","200.0","2016/03/08","2016/03/09"
"TRIPLE","3","c628","15589630500","TRAVEL_AGENT","210.0","2016/03/08","2016/03/11"
"SUITE","5","c537","15948975707","_3RD_PARTY_WEBSITE","300.0","2016/03/08","2016/03/10"
"SINGLE","4","c422","13172608833","TELEPHONE","230.0","2016/03/11","2016/03/13"
"SEMIDOUBLE","3","c322","13638355950","OFFICIAL_WEBSITE","190.0","2016/03/11","2016/03/12"
"DOUBLE","4","c1","1318680261","TRAVEL_AGENT","200.0","2016/03/11","2016/03/12"
"TWIN","4","c0","18243865353","OFFICIAL_WEBSITE","200.0","2016/03/11","2016/03/12"
"TRIPLE","3","c80","13935588744","OTHERS","210.0","2016/03/11","2016/03/13"
"SUITE","5","c879","13672171186","_3RD_PARTY_WEBSITE","300.0","2016/03/11","2016/03/12"
"SINGLE","3","c766","13822919886","OFFICIAL_WEBSITE","230.0","2016/03/14","2016/03/16"
"SEMIDOUBLE","2","c147","13929219337","TRAVEL_AGENT","190.0","2016/03/14","2016/03/16"
"DOUBLE","5","c246","131722985","TRAVEL_AGENT","200.0","2016/03/14","2016/03/17"
"TWIN","1","c454","18928342524","OTHERS","200.0","2016/03/14","2016/03/15"
"TRIPLE","1","c188","18052173057","TRAVEL_AGENT","210.0","2016/03/14","2016/03/15"
"SUITE","3","c885","15155870752","TRAVEL_AGENT","300.0","2016/03/14","2016/03/15"
"SINGLE","4","c6","15135106107","TRAVEL_AGENT","230.0","2016/03/17","2016/03/19"
"SEMIDOUBLE","4","c73","18276263587","TRAVEL_AGENT","190.0","2016/03/17","2016/03/18"
"DOUBLE","5","c477","15135529598","TELEPHONE","200.0","2016/03/17","2016/03/19"
"TWIN","5","c170","18281083494","OFFICIAL_WEBSITE","200.0","2016/03/17","2016/03/20"
"TRIPLE","5","c901","15156849560","OFFICIAL_WEBSITE","210.0","2016/03/17","2016/03/19"
"SUITE","2","c495","18021993519","TRAVEL_AGENT","300.0","2016/03/17","2016/03/20"
"SINGLE","3","c580","15114015751","OFFICIAL_WEBSITE","230.0","2016/03/20","2016/03/23"
"SEMIDOUBLE","2","c896","15865895684","_3RD_PARTY_WEBSITE","190.0","2016/03/20","2016/03/23"
"DOUBLE","1","c510","1384816540","TELEPHONE","200.0","2016/03/20","2016/03/22"
"TWIN","1","c693","13379448220","TELEPHONE","200.0","2016/03/20","2016/03/21"
"TRIPLE","1","c566","13156336451","TRAVEL_AGENT","210.0","2016/03/20","2016/03/23"
"SUITE","3","c920","13261887223","TELEPHONE","300.0","2016/03/20","2016/03/22"
"SINGLE","4","c881","15059535334","OTHERS","230.0","2016/03/23","2016/03/26"
"SEMIDOUBLE","3","c750","18079766311","OTHERS","190.0","2016/03/23","2016/03/25"
"DOUBLE","3","c94","18045089761","TRAVEL_AGENT","200.0","2016/03/23","2016/03/26"
"TWIN","5","c52","15061167348","OFFICIAL_WEBSITE","200.0","2016/03/23","2016/03/24"
"TRIPLE","5","c873","18069956628","OTHERS","210.0","2016/03/23","2016/03/24"
"SUITE","4","c190","13362767467","TELEPHONE","300.0","2016/03/23","2016/03/25"
"SINGLE","2","c101","15198069609","TELEPHONE","230.0","2016/03/26","2016/03/27"
"SEMIDOUBLE","3","c810","15532803243","OTHERS","190.0","2016/03/26","2016/03/29"
"DOUBLE","4","c145","13177485095","OFFICIAL_WEBSITE","200.0","2016/03/26","2016/03/29"
"TWIN","5","c725","15335701871","TRAVEL_AGENT","200.0","2016/03/26","2016/03/29"
"TRIPLE","1","c820","13683739755","_3RD_PARTY_WEBSITE","210.0","2016/03/26","2016/03/28"
"SUITE","3","c482","18247064744","TRAVEL_AGENT","300.0","2016/03/26","2016/03/27"
"SINGLE","5","c929","18092550610","TELEPHONE","230.0","2016/03/29","2016/03/30"
"SEMIDOUBLE","1","c680","15739927226","_3RD_PARTY_WEBSITE","190.0","2016/03/29","2016/03/30"
"DOUBLE","3","c94","15066423751","OFFICIAL_WEBSITE","200.0","2016/03/29","2016/04/01"
"TWIN","4","c992","13254267741","_3RD_PARTY_WEBSITE","200.0","2016/03/29","2016/03/30"
"TRIPLE","3","c234","13344766581","_3RD_PARTY_WEBSITE","210.0","2016/03/29","2016/03/30"
"SUITE","1","c193","13959694106","OFFICIAL_WEBSITE","300.0","2016/03/29","2016/04/01"
"SINGLE","1","c865","1899017426","OFFICIAL_WEBSITE","230.0","2016/04/01","2016/04/04"
"SEMIDOUBLE","1","c578","15078749799","TRAVEL_AGENT","190.0","2016/04/01","2016/04/04"
"DOUBLE","2","c934","15966993997","OTHERS","200.0","2016/04/01","2016/04/04"
"TWIN","2","c764","15120856168","TELEPHONE","200.0","2016/04/01","2016/04/03"
"TRIPLE","5","c838","136175774","OFFICIAL_WEBSITE","210.0","2016/04/01","2016/04/03"
"SUITE","1","c937","13994091851","OFFICIAL_WEBSITE","300.0","2016/04/01","2016/04/02"
"SINGLE","3","c707","15141872177","OFFICIAL_WEBSITE","230.0","2016/04/04","2016/04/05"
"SEMIDOUBLE","4","c878","13245333575","_3RD_PARTY_WEBSITE","190.0","2016/04/04","2016/04/07"
"DOUBLE","2","c485","13050804663","_3RD_PARTY_WEBSITE","200.0","2016/04/04","2016/04/05"
"TWIN","5","c184","15062123842","TELEPHONE","200.0","2016/04/04","2016/04/07"
"TRIPLE","4","c291","13958702909","OFFICIAL_WEBSITE","210.0","2016/04/04","2016/04/05"
"SUITE","1","c248","13540625215","_3RD_PARTY_WEBSITE","300.0","2016/04/04","2016/04/05"
"SINGLE","5","c467","13425589982","_3RD_PARTY_WEBSITE","230.0","2016/04/07","2016/04/09"
"SEMIDOUBLE","2","c601","18935972753","TRAVEL_AGENT","190.0","2016/04/07","2016/04/10"
"DOUBLE","1","c793","15014515968","TRAVEL_AGENT","200.0","2016/04/07","2016/04/08"
"TWIN","4","c274","15339192145","OFFICIAL_WEBSITE","200.0","2016/04/07","2016/04/09"
"TRIPLE","2","c47","13085427576","OFFICIAL_WEBSITE","210.0","2016/04/07","2016/04/10"
"SUITE","1","c115","15352342429","_3RD_PARTY_WEBSITE","300.0","2016/04/07","2016/04/09"
"SINGLE","1","c525","18254392020","_3RD_PARTY_WEBSITE","230.0","2016/04/10","2016/04/11"
"SEMIDOUBLE","1","c405","15345763463","OTHERS","190.0","2016/04/10","2016/04/12"
"DOUBLE","5","c334","15949934351","OTHERS","200.0","2016/04/10","2016/04/12"
"TWIN","2","c492","15192589076","OTHERS","200.0","2016/04/10","2016/04/11"
"TRIPLE","5","c475","15844149101","OTHERS","210.0","2016/04/10","2016/04/11"
"SUITE","1","c633","13470897768","_3RD_PARTY_WEBSITE","300.0","2016/04/10","2016/04/13"
"SINGLE","4","c285","13956649834","OTHERS","230.0","2016/04/13","2016/04/15"
"SEMIDOUBLE","5","c182","15113621767","OFFICIAL_WEBSITE","190.0","2016/04/13","2016/04/14"
"DOUBLE","1","c951","13156982740","TELEPHONE","200.0","2016/04/13","2016/04/15"
"TWIN","2","c491","13994348095","TELEPHONE","200.0","2016/04/13","2016/04/14"
"TRIPLE","2","c736","15044103936","TRAVEL_AGENT","210.0","2016/04/13","2016/04/15"
"SUITE","1","c604","15880195242","TELEPHONE","300.0","2016/04/13","2016/04/16"
"SINGLE","4","c118","15680082209","_3RD_PARTY_WEBSITE","230.0","2016/04/16","2016/04/18"
"SEMIDOUBLE","5","c621","15149218008","OTHERS","190.0","2016/04/16","2016/04/17"
"DOUBLE","5","c759","1381770941","_3RD_PARTY_WEBSITE","200.0","2016/04/16","2016/04/18"
"TWIN","5","c245","13987019281","_3RD_PARTY_WEBSITE","200.0","2016/04/16","2016/04/18"
"TRIPLE","3","c106","1377300674","_3RD_PARTY_WEBSITE","210.0","2016/04/16","2016/04/19"
"SUITE","1","c639","15866003264","OTHERS","300.0","2016/04/16","2016/04/18"
"SINGLE","3","c707","13915339198","OFFICIAL_WEBSITE","230.0","2016/04/19","2016/04/22"
"SEMIDOUBLE","2","c672","18074237173","OTHERS","190.0","2016/04/19","2016/04/21"
"DOUBLE","4","c164","15833630387","OTHERS","200.0","2016/04/19","2016/04/21"
"TWIN","4","c706","15331602570","TELEPHONE","200.0","2016/04/19","2016/04/22"
"TRIPLE","5","c350","13685077777","OFFICIAL_WEBSITE","210.0","2016/04/19","2016/04/21"
"SUITE","4","c223","15010316653","OFFICIAL_WEBSITE","300.0","2016/04/19","2016/04/21"
"SINGLE","3","c432","13847753285","TELEPHONE","230.0","2016/04/22","2016/04/23"
"SEMIDOUBLE","5","c600","13352557445","_3RD_PARTY_WEBSITE","190.0","2016/04/22","2016/04/24"
"DOUBLE","5","c295","1526626934","OTHERS","200.0","2016/04/22","2016/04/23"
"TWIN","4","c645","13239529142","OTHERS","200.0","2016/04/22","2016/04/25"
"TRIPLE","4","c780","13016321752","TRAVEL_AGENT","210.0","2016/04/22","2016/04/24"
"SUITE","2","c911","15621132935","OFFICIAL_WEBSITE","300.0","2016/04/22","2016/04/23"
"SINGLE","3","c101","1874810785","TRAVEL_AGENT","230.0","2016/04/25","2016/04/27"
"SEMIDOUBLE","4","c791","13837052286","OTHERS","190.0","2016/04/25","2016/04/26"
"DOUBLE","3","c603","18282135157","_3RD_PARTY_WEBSITE","200.0","2016/04/25","2016/04/28"
"TWIN","5","c578","1879153024","OFFICIAL_WEBSITE","200.0","2016/04/25","2016/04/26"
"TRIPLE","4","c501","13130299096","OTHERS","210.0","2016/04/25","2016/04/26"
"SUITE","5","c818","15538791747","OFFICIAL_WEBSITE","300.0","2016/04/25","2016/04/28"
"SINGLE","1","c859","15958757580","TELEPHONE","230.0","2016/04/28","2016/04/29"
"SEMIDOUBLE","3","c810","13587119260","OTHERS","190.0","2016/04/28","2016/04/30"
"DOUBLE","4","c820","13062883499","_3RD_PARTY_WEBSITE","200.0","2016/04/28","2016/04/29"
"TWIN","2","c670","18211116489","TRAVEL_AGENT","200.0","2016/04/28","2016/05/01"
"TRIPLE","5","c466","13150487290","OFFICIAL_WEBSITE","210.0","2016/04/28","2016/05/01"
